Date,Open,High,Low,Close,Volume,Adj Close
2013-12-13,3345.00,3380.00,3345.00,3373.86,2078900,1569.015
2013-12-12,3364.40,3385.70,3348.00,3363.86,1380000,1564.364
2013-12-11,3365.00,3381.70,3340.00,3374.36,1564200,1569.248
2013-12-10,3335.00,3389.86,3331.56,3370.86,3086400,1567.62
2013-12-09,3365.00,3384.06,3321.06,3338.80,2214100,1552.71
2013-12-06,3339.06,3349.00,3318.20,3325.80,1636200,1546.665
2013-12-05,3380.00,3399.00,3342.00,3351.30,1579200,1558.523
2013-12-04,3350.00,3386.00,3336.80,3365.36,2110700,1565.062
2013-12-03,3320.00,3359.50,3320.00,3348.76,1750300,1557.342
2013-12-02,3352.00,3376.90,3325.10,3338.70,1177800,1552.664
2013-11-29,3336.00,3366.00,3310.00,3354.56,1352800,1560.039
2013-11-28,3301.40,3338.00,3265.00,3327.80,1874900,1547.595
2013-11-27,3320.00,3335.86,3285.80,3293.30,1694900,1531.551
2013-11-26,3320.00,3349.00,3292.64,3316.20,1830200,1542.20
2013-11-25,3352.00,3378.80,3307.00,3326.00,1426800,1546.758
2013-11-22,3346.00,3375.00,3336.00,3347.60,680200,1556.803
2013-11-21,3396.00,3400.00,3313.10,3344.36,2123800,1555.296
2013-11-20,3409.00,3443.30,3395.00,3402.20,1076600,1582.194
2013-11-19,3406.00,3448.00,3400.06,3442.94,2243800,1601.141
2013-11-18,3391.00,3415.00,3387.86,3404.10,1581600,1583.078
2013-11-15,3354.24,3354.24,3354.24,3354.24,000,1559.891
2013-11-14,3352.30,3375.00,3350.06,3354.24,1085800,1559.891
2013-11-13,3316.06,3358.60,3316.06,3332.06,1171800,1549.576
2013-11-12,3362.50,3375.00,3328.10,3336.86,1613000,1551.808
2013-11-11,3350.00,3398.00,3340.10,3362.60,1950800,1563.779
2013-11-08,3350.00,3389.20,3350.00,3360.06,2154000,1562.597
2013-11-07,3321.64,3399.94,3313.60,3357.60,1798100,1561.453
2013-11-06,3275.30,3312.20,3275.30,3306.14,926100,1537.522
2013-11-05,3252.00,3290.56,3233.00,3265.86,1330000,1518.79
2013-11-04,3276.70,3276.70,3276.70,3276.70,000,1523.831
2013-11-01,3300.00,3315.00,3269.40,3276.70,1541600,1523.831
2013-10-31,3304.30,3328.00,3296.20,3309.90,2421800,1539.27
2013-10-30,3311.00,3338.86,3307.44,3323.90,1397700,1545.781
2013-10-29,3319.50,3364.94,3306.76,3335.60,1300000,1551.222
2013-10-28,3317.20,3334.90,3293.14,3323.44,853100,1545.567
2013-10-25,3328.00,3350.00,3306.30,3331.56,1502800,1549.343
2013-10-24,3302.30,3375.00,3290.06,3308.76,1620100,1538.74
2013-10-23,3320.00,3338.80,3279.00,3324.80,1640300,1546.20
2013-10-22,3338.00,3364.20,3325.40,3342.36,1802100,1554.366
2013-10-21,3333.00,3377.70,3265.10,3335.44,2345800,1551.148
2013-10-18,3286.00,3323.90,3261.00,3314.56,2736100,1541.437
2013-10-17,3330.20,3357.90,3260.00,3268.50,2878200,1520.017
2013-10-16,3354.80,3354.80,3354.80,3354.80,000,1541.549
2013-10-15,3324.00,3367.06,3312.80,3354.80,2305300,1541.549
2013-10-14,3256.00,3335.56,3256.00,3324.36,3057900,1527.562
2013-10-11,3335.00,3338.00,3156.80,3274.50,10322600,1504.651
2013-10-10,3125.10,3160.94,3090.76,3127.60,4358600,1437.149
2013-10-09,3027.00,3131.40,3010.00,3109.86,4342900,1428.998
2013-10-08,3040.30,3052.00,3022.30,3034.14,4495700,1394.204
2013-10-07,3015.00,3039.76,3006.40,3021.86,2448800,1388.561
2013-10-04,3026.24,3039.00,3005.00,3016.40,1838200,1386.052
2013-10-03,3035.00,3047.00,3020.00,3037.14,3671600,1395.582
2013-10-02,3015.00,3015.00,3015.00,3015.00,000,1385.409
2013-10-01,3030.00,3038.30,3003.00,3015.00,1327500,1385.409
2013-09-30,3020.20,3055.00,2997.56,3013.00,2169700,1384.49
2013-09-27,3024.00,3051.00,2991.00,3006.60,1425300,1381.549
2013-09-26,3034.00,3036.86,3001.00,3012.30,2670600,1384.168
2013-09-25,3031.80,3035.00,2992.64,3009.64,2020100,1382.946
2013-09-24,3030.00,3031.00,2996.90,3015.10,2938000,1385.455
2013-09-23,3005.00,3043.94,3001.06,3019.40,2221500,1387.431
2013-09-20,3000.00,3032.00,2983.50,2995.14,1997900,1376.283
2013-09-19,2999.00,3035.00,2992.30,3019.00,3831900,1387.247
2013-09-18,3025.00,3029.24,3005.00,3017.14,1859900,1386.392
2013-09-17,3017.00,3029.94,2991.00,3022.60,2006800,1388.901
2013-09-16,3025.00,3057.94,2980.10,2993.40,1583000,1375.484
2013-09-13,3060.24,3065.86,3013.30,3028.06,2313800,1391.41
2013-09-12,3105.00,3119.10,3048.00,3065.86,1739300,1408.78
2013-09-11,3145.00,3172.94,3107.76,3119.10,2286400,1433.244
2013-09-10,3032.00,3188.00,3032.00,3158.90,5469700,1451.532
2013-09-09,3029.06,3029.06,3029.06,3029.06,000,1391.87
2013-09-06,3005.90,3071.90,3005.90,3029.06,3366400,1391.87
2013-09-05,3096.70,3096.70,2995.10,3004.80,2364200,1380.722
2013-09-04,3059.70,3139.90,3055.60,3112.70,2244800,1430.303
2013-09-03,3072.00,3094.50,3016.80,3033.70,1566800,1394.002
2013-09-02,3077.10,3127.60,3064.60,3085.90,1281200,1417.988
2013-08-30,3092.00,3122.90,3037.50,3105.86,3169600,1427.16
2013-08-29,3070.00,3126.94,3061.00,3104.60,5021500,1426.581
2013-08-28,3052.00,3130.00,3052.00,3116.24,3582400,1431.929
2013-08-27,3032.00,3080.00,3031.90,3056.06,2131300,1404.276
2013-08-26,3019.94,3049.86,3008.50,3030.70,1392800,1392.623
2013-08-23,3005.00,3019.94,2982.30,3000.70,1374700,1378.838
2013-08-22,2989.00,3036.44,2964.00,3020.20,2741400,1387.798
2013-08-21,2994.80,2994.80,2922.10,2958.76,1881600,1359.566
2013-08-20,3020.00,3021.00,2982.50,3006.64,2590500,1381.568
2013-08-19,2990.10,3026.94,2950.94,3005.00,1314800,1380.814
2013-08-16,3020.00,3039.94,2967.64,2978.40,3021900,1368.591
2013-08-15,3069.64,3069.64,3069.64,3069.64,000,1410.516
2013-08-14,3070.00,3094.90,3042.56,3069.64,2302800,1410.516
2013-08-13,3008.10,3094.00,3008.00,3083.60,2583500,1416.931
2013-08-12,2976.00,3020.00,2971.00,3005.40,1898500,1380.998
2013-08-09,2964.56,2964.56,2964.56,2964.56,000,1362.232
2013-08-08,2940.00,2978.00,2940.00,2964.56,1441300,1362.232
2013-08-07,2975.00,3002.80,2951.24,2963.36,1625900,1361.68
2013-08-06,3008.00,3012.00,2951.06,2987.36,2507900,1372.708
2013-08-05,2998.80,3025.00,2996.50,3009.06,2125600,1382.68
2013-08-02,2985.00,3020.00,2981.10,3008.80,2990500,1382.56
2013-08-01,2988.00,2995.14,2956.76,2974.64,2172600,1366.863
2013-07-31,2969.00,2991.60,2928.20,2969.64,2951800,1364.566
2013-07-30,2931.00,2973.00,2931.00,2955.70,1584000,1358.16
2013-07-29,2910.00,2944.00,2910.00,2921.20,1090700,1342.307
2013-07-26,2930.00,2953.00,2902.60,2913.30,1724900,1338.677
2013-07-25,2909.00,2945.36,2901.00,2915.30,1794400,1339.596
2013-07-24,2880.00,2927.00,2880.00,2908.60,1218800,1336.518
2013-07-23,2890.00,2917.14,2890.00,2901.94,1542100,1333.457
2013-07-22,2822.20,2894.90,2822.00,2876.76,1687700,1321.887
2013-07-19,2803.00,2865.00,2803.00,2847.44,4100700,1308.414
2013-07-18,2754.00,2817.50,2738.86,2800.76,3269600,1286.965
2013-07-17,2731.64,2758.36,2731.64,2750.86,1643700,1264.035
2013-07-16,2702.06,2770.60,2681.06,2728.80,1575300,1253.899
2013-07-15,2785.06,2790.00,2728.30,2742.70,3218500,1260.286
2013-07-12,2781.14,2905.60,2750.00,2804.20,13218200,1288.545
2013-07-11,2535.00,2563.44,2509.76,2528.36,3926200,1161.795
2013-07-10,2505.00,2520.00,2493.00,2501.14,1716300,1149.288
2013-07-09,2481.00,2514.00,2481.00,2498.20,2152800,1147.937
2013-07-08,2485.00,2494.00,2460.50,2468.14,1353700,1134.124
2013-07-05,2467.00,2483.56,2438.70,2456.20,1084300,1128.637
2013-07-04,2433.00,2475.14,2420.00,2468.00,1302600,1134.06
2013-07-03,2401.00,2451.90,2392.60,2404.50,1337400,1104.881
2013-07-02,2448.10,2463.56,2400.00,2403.94,1277700,1104.624
2013-07-01,2469.00,2473.50,2441.10,2451.00,1052200,1126.248
2013-06-28,2471.20,2507.76,2424.00,2498.86,2926800,1148.24
2013-06-27,2421.00,2499.94,2412.60,2482.80,2667700,1140.86
2013-06-26,2391.60,2414.60,2371.64,2399.40,1391800,1102.537
2013-06-25,2380.00,2386.86,2345.00,2373.90,1447600,1090.82
2013-06-24,2402.50,2403.24,2351.90,2380.40,1834100,1093.807
2013-06-21,2370.60,2432.00,2370.60,2418.76,1540300,1111.434
2013-06-20,2428.00,2448.00,2342.76,2369.10,1700700,1088.615
2013-06-19,2446.00,2448.70,2407.30,2438.36,1459200,1120.44
2013-06-18,2430.00,2460.00,2424.70,2446.56,1071200,1124.208
2013-06-17,2411.44,2426.00,2394.86,2422.60,680100,1113.198
2013-06-14,2391.70,2409.00,2377.14,2394.94,1396000,1100.488
2013-06-13,2424.00,2425.00,2375.00,2379.90,1038500,1093.577
2013-06-12,2462.24,2506.40,2412.86,2421.36,1481800,1112.628
2013-06-11,2490.00,2514.50,2465.86,2475.50,1489400,1137.506
2013-06-10,2460.00,2498.00,2457.20,2486.76,1072200,1142.68
2013-06-07,2425.00,2472.90,2420.00,2446.80,1654500,1124.318
2013-06-06,2450.00,2454.64,2415.90,2429.64,1877300,1116.433
2013-06-05,2480.00,2490.20,2455.00,2461.24,1269600,1130.953
2013-06-04,2490.00,2519.44,2463.60,2495.90,2928600,1146.88
2013-06-03,2525.00,2625.00,2475.14,2514.10,8303800,1155.243
2013-05-31,2342.00,2434.90,2342.00,2411.70,4624500,1108.189
2013-05-30,2333.50,2348.64,2316.50,2341.44,1584600,1075.905
2013-05-29,2370.00,2391.00,2333.00,2352.40,1291600,1056.127
2013-05-28,2370.00,2380.00,2353.64,2366.20,1058700,1062.323
2013-05-27,2341.20,2386.00,2330.30,2372.70,831200,1065.241
2013-05-24,2361.60,2385.00,2334.00,2347.90,922100,1054.107
2013-05-23,2376.00,2419.24,2356.14,2359.86,1275100,1059.477
2013-05-22,2400.00,2433.00,2378.24,2385.30,1561400,1070.898
2013-05-21,2370.20,2417.06,2366.94,2397.60,1415000,1076.42
2013-05-20,2346.00,2383.00,2344.00,2372.06,2189500,1064.954
2013-05-17,2336.90,2369.00,2335.00,2351.76,1607900,1055.84
2013-05-16,2353.50,2359.80,2313.24,2332.60,1747900,1047.238
2013-05-15,2353.00,2372.70,2347.40,2360.44,2223200,1059.737
2013-05-14,2337.30,2370.80,2337.30,2350.06,1121100,1055.077
2013-05-13,2355.00,2362.14,2330.30,2339.60,1253700,1050.381
2013-05-10,2362.10,2385.00,2357.10,2371.56,1133500,1064.73
2013-05-09,2351.90,2368.90,2350.00,2361.40,1140300,1060.168
2013-05-08,2365.00,2380.00,2338.06,2355.10,1817700,1057.34
2013-05-07,2350.00,2355.00,2324.76,2348.80,1745700,1054.511
2013-05-06,2315.00,2345.00,2315.00,2341.10,1500000,1051.054
2013-05-03,2296.76,2324.00,2278.20,2307.94,2279200,1036.167
2013-05-02,2236.00,2291.44,2236.00,2286.70,2344000,1026.631
2013-05-01,2235.44,2235.44,2235.44,2235.44,000,1003.617
2013-04-30,2234.00,2242.36,2222.20,2235.44,2210100,1003.617
2013-04-29,2206.00,2248.80,2186.00,2229.30,2241400,1000.861
2013-04-26,2220.10,2237.80,2202.50,2212.00,2782300,993.094
2013-04-25,2248.00,2250.00,2223.14,2227.70,3440500,1000.142
2013-04-24,2262.24,2262.24,2262.24,2262.24,000,1015.649
2013-04-23,2250.00,2270.60,2244.40,2262.24,1967400,1015.649
2013-04-22,2291.60,2293.00,2223.56,2244.56,3850300,1007.712
2013-04-19,2295.70,2295.70,2295.70,2295.70,000,1030.672
2013-04-18,2286.40,2323.00,2281.30,2295.70,3306000,1030.672
2013-04-17,2300.00,2311.94,2250.00,2283.86,3787200,1025.356
2013-04-16,2319.00,2326.00,2287.00,2296.24,3575400,1030.914
2013-04-15,2290.00,2357.00,2204.00,2339.06,16639900,1050.138
2013-04-12,2625.06,2625.06,2268.70,2296.64,24506900,1031.094
2013-04-11,2866.50,2935.60,2834.90,2918.36,4249800,1310.219
2013-04-10,2803.00,2827.80,2776.24,2815.64,1637900,1264.102
2013-04-09,2833.56,2838.94,2756.24,2766.36,2710100,1241.978
2013-04-08,2850.00,2873.64,2827.24,2831.90,929000,1271.403
2013-04-05,2879.00,2899.00,2850.00,2865.86,1093200,1286.649
2013-04-04,2945.00,2949.14,2872.06,2879.70,1874100,1292.863
2013-04-03,2948.90,2999.56,2948.00,2968.44,2088800,1332.703
2013-04-02,2930.00,2989.70,2914.86,2969.06,2430200,1332.982
2013-04-01,2910.76,2953.56,2910.76,2944.20,1855500,1321.82
2013-03-29,2889.36,2889.36,2889.36,2889.36,000,1297.20
2013-03-28,2865.00,2896.94,2851.20,2889.36,3087000,1297.20
2013-03-27,2854.56,2854.56,2854.56,2854.56,000,1281.576
2013-03-26,2845.00,2869.64,2834.00,2854.56,853800,1281.576
2013-03-25,2845.20,2865.00,2832.64,2852.76,1259200,1280.768
2013-03-22,2849.94,2875.50,2830.00,2863.20,1842500,1285.455
2013-03-21,2883.00,2894.50,2862.00,2872.80,2485000,1289.765
2013-03-20,2864.80,2874.70,2827.56,2865.64,2248600,1286.55
2013-03-19,2875.00,2886.20,2841.10,2856.00,2994000,1282.222
2013-03-18,2866.24,2890.00,2851.00,2860.76,1611700,1284.359
2013-03-15,2876.36,2911.64,2868.06,2878.24,1815100,1292.207
2013-03-14,2866.00,2888.90,2842.90,2874.10,2083000,1290.349
2013-03-13,2890.00,2890.00,2850.10,2863.44,2682500,1285.563
2013-03-12,2940.00,2944.70,2912.00,2918.10,1428500,1310.103
2013-03-11,2981.80,2990.00,2930.00,2945.76,1216500,1322.521
2013-03-08,2988.00,2989.00,2957.24,2970.24,1540700,1333.511
2013-03-07,2981.24,3009.80,2980.00,3004.36,3428800,1348.83
2013-03-06,2947.00,2976.70,2926.24,2970.10,3051300,1333.449
2013-03-05,2924.56,2939.40,2913.24,2921.30,1792900,1311.539
2013-03-04,2926.00,2942.50,2872.14,2903.44,2527000,1303.521
2013-03-01,2914.00,2961.40,2892.00,2913.80,2103600,1308.172
2013-02-28,2915.30,2935.86,2885.40,2907.00,2952000,1305.119
2013-02-27,2948.00,2948.00,2902.10,2910.56,1757400,1306.718
2013-02-26,2916.00,2969.40,2916.00,2959.80,3043300,1328.824
2013-02-25,2870.00,2922.00,2867.60,2917.80,2614400,1309.968
2013-02-22,2798.70,2855.00,2797.10,2840.56,2175800,1275.291
2013-02-21,2801.60,2819.90,2793.14,2807.80,1389600,1260.583
2013-02-20,2825.24,2832.36,2808.50,2819.44,1386300,1265.809
2013-02-19,2780.10,2825.00,2767.06,2820.44,1160800,1266.258
2013-02-18,2783.00,2786.70,2763.00,2780.10,688600,1248.147
2013-02-15,2790.00,2808.50,2776.30,2788.60,1298500,1251.963
2013-02-14,2794.40,2828.00,2794.36,2812.76,1723500,1262.81
2013-02-13,2757.00,2797.14,2745.00,2789.56,1580700,1252.394
2013-02-12,2770.00,2774.10,2741.76,2755.24,1110500,1236.986
2013-02-11,2801.24,2814.94,2784.90,2792.06,1848600,1253.516
2013-02-08,2783.14,2816.70,2772.24,2789.44,1370600,1252.34
2013-02-07,2786.00,2799.00,2780.06,2789.50,2676100,1252.367
2013-02-06,2775.24,2788.06,2755.86,2776.00,2274300,1246.306
2013-02-05,2763.24,2782.36,2745.56,2755.90,1541500,1237.282
2013-02-04,2781.00,2790.00,2745.00,2767.60,1875000,1242.535
2013-02-01,2791.10,2801.90,2752.00,2770.94,1974900,1244.034
2013-01-31,2792.00,2807.10,2770.00,2789.50,4370100,1252.367
2013-01-30,2804.76,2805.94,2780.56,2790.64,1701300,1252.879
2013-01-29,2806.00,2825.00,2788.56,2799.00,1549200,1256.632
2013-01-28,2812.00,2827.60,2801.00,2810.64,1680700,1261.858
2013-01-25,2810.00,2828.00,2791.14,2814.64,2110600,1263.654
2013-01-24,2810.00,2828.00,2790.76,2798.20,2802800,1256.273
2013-01-23,2781.00,2798.00,2781.00,2789.60,1864600,1252.412
2013-01-22,2793.60,2798.64,2777.00,2783.56,1277500,1249.70
2013-01-21,2763.06,2810.60,2763.06,2796.30,1474800,1255.42
2013-01-18,2805.00,2810.00,2777.44,2788.06,1822600,1251.72
2013-01-17,2792.00,2806.64,2779.20,2797.94,2941700,1256.156
2013-01-16,2781.00,2788.80,2755.50,2767.44,2915200,1242.463
2013-01-15,2806.00,2809.44,2774.50,2787.06,5094400,1251.271
2013-01-14,2759.80,2836.94,2752.24,2806.50,12731100,1259.999
2013-01-11,2521.00,2722.00,2521.00,2712.10,23213100,1217.618
2013-01-10,2331.00,2342.64,2309.20,2322.30,2725200,1042.614
2013-01-09,2340.20,2361.80,2323.30,2331.00,1537400,1046.52
2013-01-08,2365.00,2367.94,2323.50,2344.00,3216800,1052.356
2013-01-07,2351.10,2379.90,2335.56,2374.80,2190400,1066.184
2013-01-04,2348.40,2354.94,2332.00,2349.56,2113500,1054.852
2013-01-03,2315.00,2348.86,2311.00,2337.90,2649800,1049.618
2013-01-02,2316.20,2328.00,2303.50,2309.20,1087400,1036.733
2013-01-01,2327.60,2329.90,2305.56,2308.86,739900,1036.58
2012-12-31,2315.00,2324.10,2303.70,2318.70,862900,1040.998
2012-12-28,2302.10,2325.50,2288.44,2323.20,1766000,1043.018
2012-12-27,2327.80,2329.00,2276.64,2287.76,2027500,1027.107
2012-12-26,2323.00,2330.90,2304.36,2315.24,815800,1039.444
2012-12-25,2322.30,2322.30,2322.30,2322.30,000,1042.614
2012-12-24,2321.10,2328.40,2313.00,2322.30,1080900,1042.614
2012-12-21,2299.00,2321.30,2286.80,2296.86,1731000,1031.192
2012-12-20,2306.10,2310.00,2278.00,2299.60,2110400,1032.423
2012-12-19,2274.00,2299.90,2270.06,2296.14,2497900,1030.869
2012-12-18,2260.00,2274.20,2245.00,2271.00,2073000,1019.582
2012-12-17,2267.00,2291.86,2256.94,2266.24,2740400,1017.445
2012-12-14,2273.00,2295.06,2266.00,2278.80,2126900,1023.084
2012-12-13,2304.94,2313.64,2272.40,2283.56,2491700,1025.221
2012-12-12,2310.00,2323.80,2286.24,2297.80,3839900,1031.614
2012-12-11,2316.00,2336.06,2282.86,2294.06,2846100,1029.935
2012-12-10,2320.94,2344.00,2299.00,2313.56,1707400,1038.69
2012-12-07,2321.00,2348.50,2311.10,2321.14,2371400,1042.093
2012-12-06,2394.00,2394.00,2313.94,2338.30,2752900,1049.797
2012-12-05,2429.00,2430.00,2377.50,2382.50,3498700,1069.641
2012-12-04,2429.00,2447.00,2415.00,2437.44,1127500,1094.307
2012-12-03,2437.00,2453.00,2424.36,2439.14,1300700,1095.07
2012-11-30,2441.60,2476.44,2425.06,2436.86,1762600,1094.046
2012-11-29,2450.00,2459.24,2426.50,2445.24,2591200,1097.809
2012-11-28,2470.64,2470.64,2470.64,2470.64,000,1109.212
2012-11-27,2422.00,2480.00,2421.86,2470.64,1429300,1109.212
2012-11-26,2390.76,2421.00,2390.76,2417.40,947000,1085.31
2012-11-23,2382.00,2399.00,2357.06,2377.56,869400,1067.423
2012-11-22,2348.00,2392.00,2335.00,2382.60,1456800,1069.686
2012-11-21,2329.70,2363.90,2321.40,2349.86,1747400,1054.987
2012-11-20,2377.14,2377.14,2312.80,2324.76,1360000,1043.718
2012-11-19,2344.00,2381.20,2336.64,2358.56,1009000,1058.893
2012-11-16,2291.00,2387.00,2291.00,2343.36,3423200,1052.069
2012-11-15,2335.14,2337.00,2278.80,2296.30,2283200,1030.941
2012-11-14,2358.94,2358.94,2358.94,2358.94,000,1059.064
2012-11-13,2358.94,2358.94,2358.94,2358.94,000,1059.064
2012-11-12,2355.00,2369.00,2333.56,2358.94,924000,1059.064
2012-11-09,2365.00,2365.00,2345.00,2348.70,1484700,1054.466
2012-11-08,2372.00,2384.56,2365.00,2375.30,1307200,1066.409
2012-11-07,2382.00,2414.00,2375.06,2404.40,1173800,1079.473
2012-11-06,2384.00,2406.50,2371.24,2381.64,1703900,1069.255
2012-11-05,2383.10,2390.60,2367.50,2378.44,1239800,1067.818
2012-11-02,2371.00,2404.60,2369.10,2388.10,1762300,1072.155
2012-11-01,2362.00,2370.00,2341.10,2364.64,1752700,1061.623
2012-10-31,2350.00,2374.50,2345.56,2363.00,1629300,1060.886
2012-10-30,2326.00,2365.00,2326.00,2358.36,1432000,1058.803
2012-10-29,2321.00,2339.00,2307.30,2335.50,1184100,1048.54
2012-10-26,2344.76,2344.76,2344.76,2344.76,000,1052.697
2012-10-25,2343.00,2357.10,2330.14,2344.76,2814100,1052.697
2012-10-24,2353.10,2353.10,2353.10,2353.10,000,1056.442
2012-10-23,2362.00,2384.00,2350.00,2353.10,1185700,1056.442
2012-10-22,2368.24,2398.00,2368.24,2385.56,1141700,1071.015
2012-10-19,2366.00,2397.00,2366.00,2383.36,2734300,1070.027
2012-10-18,2364.00,2397.00,2345.10,2377.60,2548100,1067.441
2012-10-17,2376.06,2379.00,2357.24,2370.14,1426800,1050.623
2012-10-16,2379.90,2389.00,2347.00,2355.70,1820500,1044.222
2012-10-15,2385.70,2412.00,2352.80,2365.60,3697500,1048.611
2012-10-12,2350.00,2447.86,2311.00,2395.36,14175400,1061.803
2012-10-11,2496.00,2580.06,2481.20,2533.20,3741600,1122.904
2012-10-10,2507.10,2528.14,2489.60,2504.14,1483000,1110.022
2012-10-09,2505.00,2550.00,2484.00,2536.24,2271000,1124.251
2012-10-08,2524.80,2542.90,2460.00,2488.20,2019300,1102.956
2012-10-05,2585.00,2585.00,2060.56,2526.86,2908000,1120.093
2012-10-04,2575.10,2594.90,2557.06,2575.64,1791000,1141.716
2012-10-03,2605.24,2619.14,2560.50,2578.24,1955900,1142.869
2012-10-02,2609.64,2609.64,2609.64,2609.64,000,1156.788
2012-10-01,2551.30,2620.20,2549.00,2609.64,2206500,1156.788
2012-09-28,2561.00,2579.90,2526.20,2534.94,2421300,1123.675
2012-09-27,2592.50,2593.00,2534.76,2549.36,3455700,1130.067
2012-09-26,2578.00,2600.00,2567.14,2589.30,2122400,1147.771
2012-09-25,2590.00,2611.00,2588.06,2598.06,2212400,1151.654
2012-09-24,2600.00,2609.90,2575.14,2600.14,2213500,1152.576
2012-09-21,2615.36,2650.00,2583.60,2593.30,3073400,1149.544
2012-09-20,2556.60,2645.00,2556.60,2617.20,2906200,1160.139
2012-09-19,2600.80,2600.80,2600.80,2600.80,000,1152.869
2012-09-18,2580.00,2619.00,2578.00,2600.80,1796000,1152.869
2012-09-17,2649.00,2649.00,2547.00,2564.50,2464800,1136.778
2012-09-14,2588.00,2644.70,2586.10,2632.10,2656900,1166.744
2012-09-13,2538.80,2566.90,2518.00,2555.06,1312400,1132.594
2012-09-12,2531.00,2549.94,2521.14,2539.70,1270800,1125.785
2012-09-11,2500.00,2535.94,2474.60,2529.50,1360400,1121.264
2012-09-10,2496.00,2527.00,2478.76,2512.36,1834300,1113.666
2012-09-07,2455.00,2494.00,2451.10,2487.24,1518900,1102.531
2012-09-06,2350.50,2427.90,2350.50,2422.00,1905800,1073.611
2012-09-05,2347.00,2357.00,2332.20,2339.44,1003300,1037.015
2012-09-04,2360.36,2372.00,2344.10,2360.80,583300,1046.483
2012-09-03,2366.00,2398.90,2358.00,2365.10,1080300,1048.389
2012-08-31,2386.00,2386.00,2354.76,2361.64,1452700,1046.855
2012-08-30,2383.86,2406.14,2370.06,2392.70,2793800,1060.624
2012-08-29,2422.00,2422.00,2382.44,2388.30,1404100,1058.673
2012-08-28,2397.00,2451.44,2397.00,2421.14,1416500,1073.23
2012-08-27,2430.20,2446.50,2405.60,2411.90,1972800,1069.134
2012-08-24,2448.00,2458.36,2434.00,2444.80,1681100,1083.718
2012-08-23,2435.00,2483.00,2424.24,2477.20,3680700,1098.08
2012-08-22,2402.90,2440.00,2394.14,2433.60,1287200,1078.754
2012-08-21,2365.00,2439.00,2365.00,2409.00,3051500,1067.849
2012-08-20,2351.06,2351.06,2351.06,2351.06,000,1042.166
2012-08-17,2324.00,2355.00,2316.30,2351.06,2123300,1042.166
2012-08-16,2328.14,2328.14,2301.06,2315.44,932400,1026.376
2012-08-15,2329.36,2329.36,2329.36,2329.36,000,1032.547
2012-08-14,2313.30,2335.00,2289.36,2329.36,1011200,1032.547
2012-08-13,2301.30,2331.00,2300.10,2320.10,1003400,1028.442
